PK;NAME;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORT;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
12399;Mercado municipal de Santa María de la Cabeza;Tras una fachada que recuerda el estilo art-decó se encuentra un moderno mercado que ha integrado perfectamente los puestos tradicionales de venta y la mediana superficie (Mercadona).  Cuenta con más de 80 establecimientos repartidos en dos plantas. En la superior comparten espacio con Mercadona, establecimientos dedicados a la venta de frutas, verduras y la tradicional mercería que no falta en los mercados municipales. La planta baja está ocupada por carnicerías, pescaderías, jamonerías, lácteos, etc., además de una variada oferta de comercio no alimentario;Invierno   De lunes a viernes de 9 a 14 y de 17 a 20 horas  Sábado de 9 a 14 horas   Verano (de mayo a octubre, ambos inclusive)   De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas  Sábado de 9 a 14 horas;;Metro: Palos de la Frontera (línea 3).  Bus: 6, 8, 19, 27, 45, 47, 55, 59, 60, 78, 85, 86, 148, 247.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed6a72081661c010VgnVCM1000000b205a0aRCRD;SANTA MARIA DE LA CABEZA;PASEO;V;41;;;;;MADRID;MADRID;28045;PALOS DE MOGUER;ARGANZUELA;440941;4472920;4.040.291.810.276.810;-36.972.853.519.882.400;915 288 015;;gerencia@mercadosantamariadelacabeza.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12441;Mercado municipal de Tetuán;En obras.   El Mercado de Tetuán se inauguró en 1952. Actualmente cuenta con más de 70 locales comerciales que ofrecen una atención personalizada al cliente a partir de un amplio surtido de productos frescos de alta calidad y a buen precio. El mercado cuenta con dos plantas en las que se distribuyen multitud de comercios de alimentación, carnicerías, charcuterías, fruterías, pescaderías, pollerías y otros establecimientos especializados en una gran gama de productos que colmarán cualquier necesidad del momento. Entre otros servicios de utilidad, se facilita al cliente una hora de parking gratis. Si por algo destaca este mercado es por su capacidad para mantener el espíritu auténtico y tradicional que caracteriza el comercio de barrio gracias al trato familiar y cercano que se proporciona al comprador y la confianza que merecen sus productos;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábado de 9 a 14 horas.  Verano: de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábado de 9 a 14 horas.;;Metro: Tetuan (línea 1)  Bus: 66, 124;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=349a72081661c010VgnVCM1000000b205a0aRCRD;MARQUES DE VIANA;CALLE;V;4;;;;;MADRID;MADRID;28039;VALDEACEDERAS;TETUAN;440752;4479160;404.609.899.402.179;-36.988.290.271.823.700;915 794 671;;;/contenido/entidadesYorganismos/Comercios/Mercados; 
12404;Mercado municipal de Tirso de Molina;Inaugurado en 1932, el mercado de Tirso de Molina se encuentra en el distrito de Latina, en el barrio Puerta del Ángel, próximo a Madrid Río. El complejo reúne a 27 locales comerciales distribuidos en una sola planta que están especializados en productos de compra diaria y al corte. Establecimientos como carnicerías, pescaderías, fruterías, charcuterías, pollerías, ofrecen al visitante una extensa y cuidada selección de alimentos de calidad a precios interesantes. El edificio conserva características únicas que identifican su rica personalidad. Su recorrido permite disfrutar del encanto propio de los antiguos mercados de abastos, el valor de su original arquitectura en la que destacan las fachadas en ladrillo visto, o la singular presencia en su estructura de restos de impactos de obuses de la Guerra Civil. En el mercado se han acometido en 2006 y 2009, diversas actuaciones que han permitido mejorar la accesibilidad de sus instalaciones, los equipamientos generales, y mantiene el tradicional servicio que presta a diario a sus clientes.;Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.  Verano (de mayo a septiembre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.;;Metro: Puerta del Angel (línea 6).  Bus: 25, 31, 33, 36, 39, 65, 138.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8aba72081661c010VgnVCM1000000b205a0aRCRD;DOÑA URRACA;CALLE;V;15;;;;;MADRID;MADRID;28011;PUERTA DEL ANGEL;LATINA;438509;4474054;4.041.295.729.782.620;-37.260.532.291.020.600;914 645 235;;;/contenido/entidadesYorganismos/Comercios/Mercados; 
12408;Mercado municipal de Usera;"El Mercado de Usera, localizado en el barrio de Moscardó, toma el nombre del distrito al que pertenece. Inaugurado en 1959, ha sido remodelado entre los años 2006 y 2009. En sus dos plantas comerciales, en las que se agrupan 59 locales de pequeño comercio (Pescaderías, carnicerías, fruterías, verdulerías, casquerías&hellip;), entre puestos interiores y tiendas exteriores, y una mediana superficie de alimentación (Asia Union Food&rsquo;S Imp. &amp; Exp), ofrece a sus clientes todo tipo de productos de alimentación y artículos de consumo. El centro constituye una referencia singular dentro del conjunto que identifica el comercio tradicional del barrio y sigue manteniendo el gusto por el trato directo y profesional con el cliente que se transmite de generación en generación. Cuenta con aparcamiento exterior para clientes.";Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.  Verano (de abril a octubre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.;Zona Wifi;Metro: Usera (línea 6)  Bus: 6, 47, 78, 247;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=270b72081661c010VgnVCM1000000b205a0aRCRD;AMPARO USERA;CALLE;V;46;;;;;MADRID;MADRID;28026;MOSCARDO;USERA;440166;4471170;4.038.709.779.232.290;-3.706.253.056.063.660;915 005 099;;ccmercadousera@outlook.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12443;Mercado municipal de Valdezarza;"El mercado de Valdezarza, inaugurado en 1988, fue concebido como lo que en su día se denominó &ldquo;centro comercial de barrio&rdquo;, con una imagen diferente de la de los mercados tradicionales de la ciudad. El conjunto está compuesto dos edificaciones; en la primera de ellas, se agrupan en una zona porticada, varios locales exteriores especializados en comercio no alimentario; y, en la otra, se ubica un moderno supermercado";De lunes a sábado de 9 a 21 horas;;Metro: Antonio Machado, Valdezarza (línea 7).  Bus: 42, 126, 127, 132.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d2b72081661c010VgnVCM1000000b205a0aRCRD;ANTONIO MACHADO;CALLE;V;20;;;;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;438998;4479816;4.046.677.250.917.080;-37.195.786.099.544.000;913 737 044 ;;;/contenido/entidadesYorganismos/Comercios/Mercados; 
12403;Mercado municipal de Vallehermoso;El mercado municipal de Vallehermoso fue construido en 1930 y su estructura arquitectónica supuso una novedad con respecto a otros centros comerciales de la época. Su fachada, colorida y castiza, no permite que pase desapercibido, y aparece, rotundo, en la esquina entre Vallehermoso y Fernando el Católico, subrayando el protagonismo que el mercado tuvo y aún retiene. Mantiene una excelente oferta de alimentos frescos de calidad a precios muy interesantes, que comprenden carnicerías, pescaderías, fruterías, mantequerías tradicionales, pollerías y panaderías, haciendo del mercado un referente para la compra cotidiana además de punto de reunión de los vecinos del barrio. Recientemente ha incorporado una variada oferta gastronómica y de comida para llevar, además de interesantes actividades de ocio y animación.;Lunes a sábado de 9 a 23:30 horas.  Domingo de 11 a 16:30 horas.;;Metro: Quevedo  (línea 2) y Canal (lineas 2 y 7)  Bus: 2, 12, 16, 37, 61, 149, 202;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c35b72081661c010VgnVCM1000000b205a0aRCRD;VALLEHERMOSO;CALLE;V;36;;;;;MADRID;MADRID;28015;ARAPILES;CHAMBERI;439904;4476186;4.043.413.801.893.940;-37.085.488.662.890.900;914 475 467;;director@mercadovallehermoso.org;/contenido/entidadesYorganismos/Comercios/Mercados; 
12409;Mercado municipal de Vicálvaro;"Inaugurado en 1987, el mercado de Vicálvaro fue concebido como lo que en su día se denomino &ldquo;centro comercial de barrio&rdquo;, con una imagen diferente de la de los mercados tradicionales de la ciudad. En el periodo 2003 a 2011 ha sido objeto de diversas actuaciones, principalmente encaminadas a la supresión de barreras arquitectónicas, a la mejora de la eficiencia energética y la modernización de sus instalaciones. Cuenta con un supermercado de Ahorramás y 22 locales de pequeño comercio no alimentario, especializados en moda y complementos, equipamiento del hogar, servicios de belleza, ocio, restauración y servicios diversos. Dispone de aparcamiento subterráneo, zona infantil y terraza.";De lunes a sábados de 8:30 a 21 horas.;Zona Wifi;Metro: Vicálvaro (línea 9);;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=672d6fdb2541f010VgnVCM1000000b205a0aRCRD;SAN CIPRIANO;CALLE;V;11;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;448476;4473025;4.040.436.544.950.600;-3.608.489.919.785.470;913 199 252;;centrocomercialvicalvaro@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12438;Mercado municipal de Villa de Vallecas;"El mercado de Villa de Vallecas, inaugurado en octubre de 1972, se encuentra situado en la calle Sierra Vieja, 67, muy próximo al Paseo de Federico García Lorca, principal eje comercial del distrito de Villa de Vallecas y a la estación de Metro &ldquo;Villa de Vallecas.  En 2011 se han acometido importantes obras de adecuación y modernización de sus instalaciones, supresión barreras arquitectónicas, y mejora de la eficiencia energética. En los establecimientos especializados ubicados en sus puestos interiores y tiendas exteriores se puede encontrar una variada y completa oferta de productos de alimentación (carnes, pescados, embutidos, quesos, pescados y mariscos, frutas y verduras, aves, huevos y caza, pan y productos de repostería, aceites, conservas &hellip;) que se complementa con la de diversos productos para equipamiento de la persona y del hogar.";Invierno   De lunes a jueves de 9 a 14 y de 17 a 20 horas  Viernes de 9 a 14:30 y de 17 a 20 horas  Sábados de 9 a 14:30 horas   Verano (de abril a octubre, ambos inclusive)   De lunes a jueves de 9 a 14 y de 17:30 a 20:30 horas  Viernes de 9 a 14:30 y de 17:30 a 20:30 horas.  Sábados de 9 a 14:30 horas;;Metro: Villa de Vallecas (línea 1).  Bus: 54, 58, 103, 142, 143.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b6cb72081661c010VgnVCM1000000b205a0aRCRD;SIERRA VIEJA;CALLE;V;61;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447145;4470171;4.037.857.107.320.670;-3.623.949.195.193.400;917 777 151;;mercadovillavallecas@hotmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12437;Mercado municipal de Villaverde Alto;"El mercado de Villaverde Alto, inaugurado en 1966, se encuentra situado en el Paseo de Alberto Palacios, principal eje comercial del distrito de Villaverde.  En los establecimientos especializados ubicados en él, se concentra una variada y completa oferta de productos de alimentación (carnes, pescados, embutidos, quesos, pescados y mariscos, frutas y verduras, aves, huevos y caza, pan y productos de repostería, aceites, conservas &hellip;) que se complementa con la de diversos productos para equipamiento de la persona y del hogar. Dispone además de tres establecimientos de hostelería.";Invierno: de lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábados de 9 a 14 horas.  Verano (de mayo a septiembre, ambos inclusive): de lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14 horas.;;Metro: Villaverde Alto y Cercanías.  Bus: 22, 79, 86, 130, 131.;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0deb72081661c010VgnVCM1000000b205a0aRCRD;ALBERTO PALACIOS;PASEO;V;18;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;439615;4466438;4.034.630.225.051.670;-37.110.317.703.364.500;917 971 143;;;/contenido/entidadesYorganismos/Comercios/Mercados; 
12419;Mercado municipal de la Cebada;El mercado de la Cebada, situado en el distrito centro, es uno de los mercados de abastos más grandes de Madrid. El edificio posee dos plantas de uso comercial, con una superficie de más de 6000 m2, repartida entre 91 locales. A estos espacios se añade una planta destinada a almacenes y aparcamiento. El mercado cuenta con dos plantas en las que se distribuyen los comercios de alimentación: carnicerías, charcuterías, fruterías, pescaderías, pollerías y otros establecimientos especializados como perfumería, óptica, floristería, tapicería... Cuenta con aparcamiento para clientes con acceso directo al mercado.;Lunes a viernes: 9:00 a 14:00 y de 17:00 a 20:30 horas.  Sábados: 9:00 a 18:00 horas.  Primer domingo de cada mes de 11:00 a 17:00.;;Metro: La Latina (línea 5)  Bus: 17, 18, 23, 31, 35, 50, 60, 65.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7a47e1635561c010VgnVCM1000000b205a0aRCRD;CEBADA;PLAZA;V;17;;;;;MADRID;MADRID;28005;PALACIO;CENTRO;439889;4473857;4.041.129.262.886.910;-37.097.706.603.113.500;913 666 966;;gerentemercado@mercadodelacebada.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12398;Mercado municipal de la Paz;Este tradicional mercado de barrio, situado en el distrito de Salamanca, cuenta con tres entradas, una en la calle Ayala (la principal), otra en Lagasca y la última en Claudio Coello. Fue inaugurado en el año 1882 y una de sus particularidades es que fue construido con material de hierro. Es uno de los mercados del distrito con mayor popularidad y uno de los más emblemáticos de la ciudad. En su interior se han integrado perfectamente la clásica estructura de hierro de los antiguos mercados municipales y el diseño moderno y vanguardista de sus establecimientos, dando como resultado un espacio coqueto y acogedor en el que pueden encontrarse desde los productos frescos de la compra diaria a las más selectas exquisiteces. Además de la completa oferta de alimentación fresca, en sus cerca de 60 establecimientos puede encontrarse una excelente muestra de pequeño comercio y servicios relacionados con el hogar y la hostelería;De lunes a viernes de 9 a 20:30 horas. Sábado de 9 a 14:30 horas.;Zona Wifi;Metro: Serrano (línea 4)  Bus: 1, 5, 9, 14, 19, 21, 27, 45, 51, 53, 74, 150, C;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c077e1635561c010VgnVCM1000000b205a0aRCRD;AYALA;CALLE;V;28;;;;;MADRID;MADRID;28001;RECOLETOS;SALAMANCA;441936;4475666;4.042.772.557.961.970;-36.858.115.591.230.600;914 350 743 ;;mercadodepaz@hotmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
12442;Mercado municipal de la Remonta;En pleno eje comercial de Bravo Murillo se encuentra el edificio del mercado de La Remonta, construido en el año 1989. Se trata de uno de los inmuebles que integra la Plaza de La Remonta, gran espacio cívico y lugar de encuentro del Distrito de Tetuán. La fachada de este mercado es de ladrillo, del mismo material que utilizan los edificios que rodean la plaza de La Remonta, continuando la tradición de maestros ladrilleros de los antiguos habitantes de Tetuán. El mercado lo integran establecimientos dedicados a la venta de productos no alimentarios en la planta baja (moda y zapatería, artículos de regalo, joyería, mercería, peluquería, locutorio, telefonía y restauración), un supermercado de Mercadona en la planta primera, y oficinas en las dos plantas superiores Todas las plantas cuentan con accesibilidad universal.;Mercado: de lunes a viernes de 9 a 14 y de 17 a 20:30 horas. Sábados de 9 a 14 horas.   Supermercado Mercadona: de lunes a sábado de 9:15 a 21:15 horas.;;Metro: Valdeacederas (línea 1)  Bus: 49, 66, 124, 149;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1797e1635561c010VgnVCM1000000b205a0aRCRD;BRAVO MURILLO;CALLE;V;327;;;;;MADRID;MADRID;28020;VALDEACEDERAS;TETUAN;441081;4479696;40.463.969.366.476.400;-3.696.264.958.640.330;915 718 517;;ccremonta@gmail.com;/contenido/entidadesYorganismos/Comercios/Mercados; 
